#X,rev_axeAmortisseur_supportPrincipal->RZ_Velocity(rel)
#Time(sec),Angular Velocity(degrees/sec)_Real
1.963000E+01,-5.041796
1.964000E+01,-5.042674
1.965000E+01,-5.043573
1.966000E+01,-5.044493
1.967000E+01,-5.045435
1.968000E+01,-5.046398
1.969000E+01,-5.047382
1.970000E+01,-5.048388
1.971000E+01,-5.049416
1.972000E+01,-5.050466
1.973000E+01,-5.051537
1.974000E+01,-5.052632
1.975000E+01,-5.053748
1.976000E+01,-5.054887
1.977000E+01,-5.056049
1.978000E+01,-5.057234
1.979000E+01,-5.058442
1.980000E+01,-5.059673
1.981000E+01,-5.060928
1.982000E+01,-5.062206
1.983000E+01,-5.063508
1.984000E+01,-5.064833
1.985000E+01,-5.066183
1.986000E+01,-5.067557
1.987000E+01,-5.068955
1.988000E+01,-5.070378
1.989000E+01,-5.071825
1.990000E+01,-5.073298
1.991000E+01,-5.074795
1.992000E+01,-5.076318
1.993000E+01,-5.077867
1.994000E+01,-5.079441
1.995000E+01,-5.081040
1.996000E+01,-5.082666
1.997000E+01,-5.084318
1.998000E+01,-5.085997
1.999000E+01,-5.087702
2.000000E+01,-5.089434


